N;Calculated Area;Relative Deviation
57100;0.93492315140493709169;-0.010157607122193506102
57600;0.94301101751715810106;-0.0015946437024025417011
58100;0.942927640978855508;-0.0016829179440439932889
58600;0.94964784687835512855;0.0054320461877097013514
59100;0.94868721833418456768;0.0044149884162772478138
59600;0.94203341429861586764;-0.0026296732742692114151
60100;0.94907863080932286515;0.0048293932370487785768
60600;0.94686302969425417686;0.0024836433151362710334
61100;0.933227192953821727;-0.011953189538727624491
61600;0.92044402311377937487;-0.025487268146168674809
62100;0.96532265579435438951;0.022027624489519150031
62600;0.93788863925806875699;-0.007017920626910065067
63100;0.93677393616278936683;-0.0081981035943781040143
63600;0.94836442053307556943;0.0040732288316683157303
64100;0.93838847515644785435;-0.0064887233758265886602
64600;0.92751347664994909792;-0.018002540878408603703
65100;0.93129162366347784108;-0.014002458010746631628
65600;0.93679061192635537658;-0.008180448263363528788
66100;0.95882665864428306968;0.015150039574126444863
66600;0.94184775816766974632;-0.0028262352148222791813
67100;0.94410247098575872382;-0.0004390760908283471175
67600;0.94373510226132861778;-0.00082802478325500828218
68100;0.92695546620093549617;-0.018593329968690966436
68600;0.93706411759345198398;-0.0078908763305498893365
69100;0.94646369379470784988;0.0020608496322812156799
69600;0.9574044446621927662;0.013644281920033651118
70100;0.95154642119907151265;0.0074421465321606837529
70600;0.94880092560058071349;0.0045353750731784272035
71100;0.93679582299923935818;-0.0081749310817158284126
71600;0.93826518951143866865;-0.0066192510643109233812
72100;0.94308522745928724529;-0.0015160745209868810909
72600;0.93511710300171779764;-0.0099522624236785643681
73100;0.9429516766563750263;-0.0016574703631229228701
73600;0.95675612172498247787;0.012957875206753054556
74100;0.91723722761905412959;-0.028882437172840662309
74600;0.96009105004008465922;0.016488703829978506449
75100;0.94398980029191492669;-0.00055836528484814768481
75600;0.94584824074099882463;0.0014092436446962153772
76100;0.95304794564407369073;0.0090318735031657444712
76600;0.96662660564144142761;0.023408170938597563232
77100;0.96388867837094183155;0.020509412386213711488
77600;0.95128852367620753139;0.0071690995969496684737
78100;0.93598659689228047576;-0.0090316927362835610488
78600;0.93943299821164771846;-0.0053828429632799762797
79100;0.9332489182967598218;-0.011930188006026654426
79600;0.97440957541985195878;0.031648327808796603011
80100;0.94878579674650831421;0.0045193575201912970438
80600;0.94048759426522710037;-0.0042662978444369661565
81100;0.94811561700170310374;0.0038098100870580416111
81600;0.96470506644665821039;0.021373756717798248622
82100;0.93088325465231314126;-0.014434815428124707706
82600;0.95067180630059699986;0.006516155018685344108
83100;0.93570931919420230471;-0.0093252582766650410351
83600;0.93232254229157074388;-0.012910981176356202405
84100;0.93244409011342943572;-0.012782293394203312481
84600;0.93670126974486900284;-0.0082750385819094999379
85100;0.95427489845778745714;0.010330899960313095695
85600;0.9384790170733261494;-0.006392862847050637988
86100;0.95504779932929395603;0.011149202563002601554
86600;0.95705539220176105708;0.013274725425305281684
87100;0.93403703243365343578;-0.011095778480547144329
87600;0.93847227511518738208;-0.0064000008411913660022
88100;0.94329858705486058223;-0.0012901817593108141479
88600;0.94225471615901035261;-0.0023953717033732414669
89100;0.96009938721480481139;0.016497530746888665332
89600;0.94248054518635493437;-0.0021562770307553742223
90100;0.93671083566362833839;-0.0082649107420965841481
90600;0.95300296368071646391;0.008984249210004376443
91100;0.95396213997985845889;0.0099997694286529884705
91600;0.9516206108225918614;0.0075206942014121409487
92100;0.95204907533807947573;0.0079743275729209795594
92600;0.93850918954821926921;-0.0063609179810984253778
93100;0.97033143032999802369;0.027330624382394343164
93600;0.94863291134465499432;0.0043574913263986171305
94100;0.94731175877547413311;0.002958731633188029387
94600;0.94795721575287106297;0.0036421040344877062683
95100;0.93755500234420507955;-0.0073711560352694750764
95600;0.94048204263769052957;-0.0042721755855934535201
96100;0.94732412238863283882;0.002971821509521970113
96600;0.94765422295812029585;0.0033213128416178516744
97100;0.94507730682404855749;0.00059302353937742578391
97600;0.94989806626498385356;0.0056969639577240617154
98100;0.94941716773722739653;0.0051878164959989507207
98600;0.94657470970223134277;0.0021783868345479719987
99100;0.96024241432743906444;0.016648959555987621894
99600;0.96020488657443081593;0.016609227348285640624
100100;0.94122855629372537134;-0.003481810235783606728
